Created,Title,Content
10/9/17,The Sublime (The New Critical Idiom),"Postmodernism therefore avoids not only the Romantic belief in the ability of art to synthesize noumena and phenomena, but also the modernist attitude of mourning for the loss of this belief"
10/9/17,The Sublime (The New Critical Idiom),"David proclaims that divine knowledge 'is too wonderful' to express; 'it is high, I cannot attain it' (line 6; Holy Bible 2001). Yet somehow a sense of God's majesty is conveyed through this very failure"
10/9/17,The Sublime (The New Critical Idiom),"Postmodernism, as Lyotard sees it, is not a deviation from but rather a radicalisation of Kant's original 'Analytic'; it aims to maintain the shock of the sublime so as to prevent the ascendancy of the rational over the real"
10/9/17,The Sublime (The New Critical Idiom),"Sublimity, then, refers to the moment when the ability to apprehend, to know, and to express a thought or sensation is defeated. Yet through this very defeat, the mind gets a feeling for that which lies beyond thought and language"
10/9/17,The Sublime (The New Critical Idiom),"Thus, as the critic Thomas Weiskel has claimed, even as the sublime continues to bear on our imaginative life, we no longer share in the sacred or mystical aspects of the sublime, which went unquestioned by previous generations (1976:36)"
10/9/17,The Sublime (The New Critical Idiom),"In painting, for example, the ultimate mode of expression will be pure abstraction: 'it will be white', Lyotard states, 'like one of Malevitch's squares; it will enable us to see only by making it impossible to see; it will please only by causing pain'"
10/9/17,The Sublime (The New Critical Idiom),"The postmodern sublime, one might say, is defined not by its intimations of transcendence but rather by its confirmation of immanence, the sense in which the highest of the high is nothing more than an illusion brought about through our misperception of reality"
10/9/17,The Sublime (The New Critical Idiom),"As such, the sublime marks the limits of reason and expression together with a sense of what might lie beyond these limits; this may well explain its association with the transcendent, conceived by the theologian John Milbank 'as the absolutely unknowable void, upon whose brink we finite beings must dizzily hover'"
10/8/17,"The Masnavi, Book One (Oxford World&#39;s Classics)",patience is the key to joy and calm
10/8/17,"The Masnavi, Book One (Oxford World&#39;s Classics)","Your pain hell turn to joy, and equally,   If he should choose, from fetters youll be free"
9/16/17,Goddesses in Everywoman:: Powerful Archetypes in Women&#39;s Lives,"Until then, from the mans vantage point, she is like a mermaid: half of her is a beautiful woman, half of her is cold and inhuman"
9/16/17,Goddesses in Everywoman:: Powerful Archetypes in Women&#39;s Lives,"She shares it, believes in him as its hero, gives it her blessing, joins him on the journey, and provides a sanctuary where his aspirations can be imagined and his hopes nourished"
9/16/17,Goddesses in Everywoman:: Powerful Archetypes in Women&#39;s Lives,"When two people truly meet each other, both receive energy from the encounter and feel more vitality than before, regardless of the content—which, in therapy, can be very painful material"
9/16/17,Goddesses in Everywoman:: Powerful Archetypes in Women&#39;s Lives,"To make a dream come true, one must have a dream, believe in it, and work toward it. Often it is essential that another significant person believe that the dream is possible: that person is a vision carrier, whose faith is often crucial"
9/16/17,Goddesses in Everywoman:: Powerful Archetypes in Women&#39;s Lives,"Men for whom an Artemis is my kind of woman are often attracted to her as a twin or kindred spirit—a female counterpart of themselves. Or they may be attracted to her independent, assertive, spirit and strength of will, which may be undeveloped in themselves. Or they may be drawn to her as an image of purity that corresponds to an ideal in themselves"
9/16/17,Goddesses in Everywoman:: Powerful Archetypes in Women&#39;s Lives,"As long as there is an element of pursuit on her part, an Artemis woman may be interested in a man. But if he moves closer emotionally, wants to marry her, or becomes dependent on her, the excitement of the hunt is over. Moreover, she may lose interest or feel contempt for him if he shows weakness by needing her. As a result, an Artemis woman may have a series of relationships that go well only as long as the man keeps some emotional distance and is not always available. This pattern can arise if a woman identifies with the one-in-herself virgin goddess element and denies her own vulnerability and need for another. To change, she must discover that the love and trust of another special person is very precious to her"
6/8/17,Songs of Kabir,"XXVIII II. 85. nirgun âge sargun nâcai Before the Unconditioned, the Conditioned dances: Thou and I are one! this trumpet proclaims. The Guru comes, and bows down before the disciple: This is the greatest of wonders"
5/12/17,Elijah: A Man of Heroism and Humility (Great Lives Series Book 5),"During the months that followed, every shred of self-sufficient arrogance, every hint of independent spirit, and all thought of rebellion was scraped away"
5/12/17,Elijah: A Man of Heroism and Humility (Great Lives Series Book 5),"You cannot separate people from the context of their times, because the steel of inner character is hammered out on the anvil of time and forged in the context of history"
5/6/17,Bach: Music in the Castle of Heaven,But why should it be assumed that great music emanates from a great human being?
5/6/17,Bach: Music in the Castle of Heaven,I was obliged to be industrious; whoever is equally industrious will succeed equally well
5/6/17,Bach: Music in the Castle of Heaven,"devout at one moment, rebellious the next, deeply reflective and serious for the most part, but lightened by flashes of humour and empathy"
5/6/17,Bach: Music in the Castle of Heaven,"Few can resist the temptation to touch the hem of the garment of a genius – and, as musicians, we want to shout about it from the rooftops"
5/6/17,Bach: Music in the Castle of Heaven,"Part of my aim in this book is to show how clearly Bachs approach in his cantatas, motets, oratorios, Masses and Passions reveals his mind at work"
4/20/17,"Concerning the Spiritual in Art (Dover Fine Art, History of Art)",symphonic
4/20/17,"Concerning the Spiritual in Art (Dover Fine Art, History of Art)","On the whole, keen colours are well suited by sharp forms (e.g., a yellow triangle), and soft, deep colours by round forms (e.g., a blue circle)"
4/20/17,"Concerning the Spiritual in Art (Dover Fine Art, History of Art)",This attitude is a relic of the days when lart pour lart was the latest battle cry; when eccentricity of manner and irregularity of life were more important than any talent to the would-be artist; when every one except oneself was bourgeois
4/20/17,"Concerning the Spiritual in Art (Dover Fine Art, History of Art)","The power of a book to excite argument is often the best proof of its value, and my own experience has always been that those new ideas are at once most challenging and most stimulating which come direct from their author, with no intermediate discussion"
4/20/17,"Concerning the Spiritual in Art (Dover Fine Art, History of Art)","Two great divisions of colour occur to the mind at the outset: into warm and cold, and into light and dark. To each colour there are therefore four shades of appeal–warm and light or warm and dark, or cold and light or cold and dark. Generally speaking, warmth or cold in a colour means an approach respectively to yellow or to blue"
4/20/17,"Concerning the Spiritual in Art (Dover Fine Art, History of Art)","The strong, intensive interest disappears and the various properties of flame are balanced against each other. In this way the whole world becomes gradually disenchanted. It is realized that trees give shade, that horses run fast and motor-cars still faster, that dogs bite, that the figure seen in a mirror is not a real human being"
4/20/17,"Concerning the Spiritual in Art (Dover Fine Art, History of Art)","But while green, yellow, and blue are potentially active, though temporarily paralysed, in gray there is no possibility of movement, because gray consists of two colours that have no active force, for they stand the one in motionless discord, the other in a motionless negation, even of discord, like an endless wall or a bottomless pit"
4/20/17,"Concerning the Spiritual in Art (Dover Fine Art, History of Art)","The adaptability of forms, their organic but inward variations, their motion in the picture, their inclination to material or abstract, their mutual relations, either individually or as parts of a whole; further, the concord or discord of the various elements of a picture, the handling of groups, the combinations of veiled and openly expressed appeals, the use of rhythmical or unrhythmical, of geometrical or non-geometrical forms, their contiguity or separation–all these things are the material for counterpoint in painting"
4/20/17,"Concerning the Spiritual in Art (Dover Fine Art, History of Art)","In nearly all these works the symphonic composition is not very closely allied to the melodic. This means that fundamentally there is a composition founded on rest and balance. The mind thinks at once of choral compositions, of Mozart and Beethoven. All these works have the solemn and regular architecture of a Gothic cathedral; they belong to the transition period. As examples of the new symphonic composition, in which the melodic element plays a subordinate part, and that only rarely, I have added reproductions of four of my own pictures"
4/20/17,"Concerning the Spiritual in Art (Dover Fine Art, History of Art)","(1) A direct impression of outward nature, expressed in purely artistic form. This I call an Impression. (2) A largely unconscious, spontaneous expression of inner character, the non-material nature. This I call an Improvisation. (3) An expression of a slowly formed inner feeling, which comes to utterance only after long maturing. This I call a Composition. In this, reason, consciousness, purpose, play an overwhelming part. But of the calculation nothing appears, only the feeling. Which kind of construction, whether conscious or unconscious, really underlies my work, the patient reader will readily understand"
4/20/17,"Concerning the Spiritual in Art (Dover Fine Art, History of Art)","If, in considering an example of melodic composition, one forgets the material aspect and probes down into the artistic reason of the whole, one finds primitive geometrical forms or an arrangement of simple lines which help toward a common motion. This common motion is echoed by various sections and may be varied by a single line or form. Such isolated variations serve different purposes. For instance, they may act as a sudden check, or to use a musical term, a fermata.72 Each form which goes to make up the composition has a simple inner value, which has in its turn a melody. For this reason I call the composition melodic"
4/17/17,The Essential Rumi - reissue: A Poetry Anthology,"The Quran says, We are all returning"
4/17/17,The Essential Rumi - reissue: A Poetry Anthology,The grapeskin of ego breaks and a pouring begins
4/17/17,The Essential Rumi - reissue: A Poetry Anthology,This is what lets two drunks meet so that they dont know who is who
4/17/17,The Essential Rumi - reissue: A Poetry Anthology,"My soul is from elsewhere, Im sure of that, and I intend to end up there"
4/17/17,The Essential Rumi - reissue: A Poetry Anthology,God made Majnun love Layla so much that just her dog would cause confusion in him
4/17/17,The Essential Rumi - reissue: A Poetry Anthology,"Drink the wine that moves you as a camel moves when its been untied, and is just ambling about"
4/17/17,The Essential Rumi - reissue: A Poetry Anthology,"When grapes combine their juice and are closed up together for a time in a dark place, the results are spectacular"
4/17/17,The Essential Rumi - reissue: A Poetry Anthology,The tavern is a kind of glorious hell that human beings enjoy and suffer and then push off from in their search for truth
4/17/17,The Essential Rumi - reissue: A Poetry Anthology,"They are more like, as scholar Annemarie Schimmel says, the paintings in the Turkoman style—full of abrupt movement, odd flowers and bushes, demons and talking animals"
4/17/17,The Essential Rumi - reissue: A Poetry Anthology,"Its 4 A.M. Nasruddin leaves the tavern and walks the town aimlessly. A policeman stops him. Why are you out wandering the streets in the middle of the night? Sir, replies Nasruddin, if I knew the answer to that question, I would have been home hours ago!"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,abandonment
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,feelings and needs
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,self that leaks self-esteem
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,take care of their own basic needs
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,think you were getting away with it
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,avoid taking any other positive risk
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"vision, intention, and follow-through"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"However, adults can abandon themselves"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,Outer seeks emotional salve from others
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"peace, calm, beauty, and forward motion"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,we give up smoking only to gain 30 pounds
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,consider yourself in process; youre growing
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,full-blown abandonment crisis in the making
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"I keep Outer busy doing healthy, fun things"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"your pure emotional essence, not your behavior"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,My goal is to learn how to get the recognition I deserve
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,You dont act because youre waiting for perfect conditions
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"if no one can see what youre doing (or not doing), then its not real"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"People, places, and things become props on Outers melodramatic stage"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,Thats why we relapse or substitute one problem so readily for another
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,Any experience that leaves a footprint of fear can be called traumatic
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"Your Inner Child desires pleasurable things like love, connection, and fun"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"Completely alone, I just laze around waiting for someone to do something with me"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"while adults can feel abandoned, they cant actually be abandoned by another person"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"while you are avoiding, your fears are secretly gaining strength (not melting away)"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,Youre picturing yourself as free from self-sabotage and taking goal-directed actions
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,The amygdala is always on the lookout for a threat and it picks up subliminal triggers
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,You can now make conscious choices based on self-acknowledgment rather than self-denial
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,Identifying the third dimension of the personality—Outer Child—removes the contamination
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"You learn to calm your Inner Child, tame your Outer Child, and strengthen your Adult Self"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"In trying to control Outers maneuvers, its sometimes hard to tell Inners voice from Outers"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,My Inner Child hates it when messes pile up. She gets mad at me for making her feel ashamed
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"I have a desire to show off my talents, but Im so inhibited, nobody knows what Ive got inside"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,This subliminal readiness for the fight-or-flight response impinges on your sense of composure
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,uilding a better relationship with yourself includes developing a more confident sense of future
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"So when you attempt a new challenge, the intensity of your abandonment fear can come as quite a shock"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,That starts the self-love-fest all over again and the self-consciousness around other people slips away
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"These behaviors are automatic, mediated by our autonomic nervous system rather than under cerebral control"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"Abandonment is the feeling of being left behind and its a primal fear, a fear of losing life-sustaining support"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"The knuckles, knots, and bends in your twig are what give your personality its special contour and distinctiveness"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"I smelled the decaying autumn leaves underfoot, and it brought back feelings from my childhood all in one whiff . . "
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"Validate and nurture your childrens feelings, but never accept those feelings as an excuse for unacceptable behavior"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"Like any small child, Inner Child is full of hopes and dreams; it wants to be loved, heard, indulged, cherished, and freed"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,What a combination! Outer asserts its will by not doing and unconsciously assumes things will get taken care of . . . somehow
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,The problem was the way he reacted to these feelings—the Outer Child defenses he had erected to avoid having to deal with them
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"In conjuring up your future, you cant help but use your imagination because the future doesnt exist yet. You have to imagine it"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"Outer is always waiting in the wings to spring one of its knee-jerk, defensive strategies, especially when youre trying to change"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"When Outer Child insists that nothing but perfection will do, your Inner Child might be feeling empty, disconnected, or worthless"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"My Outer Child is now under house arrest. I dont punish him—I actually like the guy, especially now that he answers directly to me"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"In Freuds Id, feelings and reactive behaviors are merged. The Id represents emotional drives along with their behavioral discharges"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,Procrastination combines the autonomous obstinacy of a two-year-old with the passive idea that someone else can take care of things
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,Procrastinators are engaged in repetition compulsions where they abandon themselves over and over by not taking care of their needs
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"When children feel culpable and disappointed in themselves, they move further away from a core belief in their value and lovability"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"What I am saying is that avoidance is one of Outer Childs favorite forms of self-sabotage, one that does more harm than good in the end"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"The building stands today because he stayed focused on that image, coupling it with the steadfast intention of seeing his dream realized"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"The universal dilemma for most people is that Big You has been too weak, Outer too strong, and Little You neglected and growing ever needier"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"continually seek reassurance from other people, which explains your incessant need for approval and your sensitivity to any hint of rejection"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"self-indulgence for self-nurturance. The difference between the two is vast, but Outer, a master of rationalization, does its best to confuse them"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"The amygdalas job is to prepare you to act first, think later. It creates a state of action-readiness to prime you for an instant emergency response"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,The invisible drain of self-esteem is driven by self-abandonment. Why do we flush our self-worth away? Its something we do to ourselves unconsciously
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"The tendency to idealize those who trigger insecurity sets the stage for developing not only abandoholism, but other less-than-ideal intimacy patterns"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"I couldnt be real because I was ashamed of being ashamed. It was a vicious cycle. Id been ACTING for so long, I sometimes forgot how low my self-esteem was"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"Outer Childs impulse is to act on them defensively rather than allow us to feel our feelings, accept them, and work them through. Separation therapy provides"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"I procrastinate by sipping an exquisite glass of wine and reading something of high literary value, trying to feel virtuous when I should be looking for a job"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"That is why self-centeredness is age-appropriate for Outer Child. Outer isnt cognitively developed enough to make well-considered decisions, so it acts out instead"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,1. No one turns you on (even though they look great on paper) or         2. Someone does turn you on and youre suddenly so vulnerable you can barely stand being in your own body
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"This self-recrimination is self-abandonment in its most virulent form. In fact, it is responsible for the severe depression and plummeting self-esteem that accompany a heartbreak"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,Ive become increasingly awkward around attractive people. Its become easier to avoid those situations. Ive created a romantic fantasy life that no real relationship can compare with
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"Owning up to this trait didnt make me want to beat myself up because I figured if I had it, my colleagues had it, Freud probably had it, and just about everybody had it, at least to some extent"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"When something triggers an old abandonment fear, your amygdala calls for a release of cascading stress hormones that you are barely aware of on the surface but that greatly impact your behavior"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"Your amygdalas stimulus-response system has been conditioned by your own personal history of emotional experiences, stemming all the way back to when you were born—experiences youve mostly forgotten"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"The longer you procrastinate, the more your anxiety and inhibition can escalate. Avoidance and its cousins procrastination, isolation, and inertia are probably the most common ways we abandon ourselves"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"When responding to your Inner Childs need for pleasure, for instance, Outer might choose to binge on candy in spite of the fact that you, the Adult, are steadfastly sticking to a diet (or so you thought)"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"As Ive said, your most important adult responsibility (the one we are all most likely to shirk) is to perform the tasks of self-love, self-esteem, self-acceptance, and self-nurturing on your Inner Childs behalf"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,The abandonment compulsion is insidious. You didnt notice it was developing. Its mechanism was unconscious. Until now you didnt have a name for it. You have been in a dense fog of denial. For you the fog is lifting
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"Remember, you dont want to bind and gag your Outer Child. It will only fight harder to act out. Its when you acknowledge your Outer Child and learn constructive ways to use its energy that your life begins to change"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,things? How about nervous about how youre going to make ends meet now that youve left your job and your Outer Child has stalled about finding a new one? Or how your boss will respond to the proposal that is now a month overdue?
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"Your Inner Child is not attached to specific things like a particular food, car, or lover. Its needs are more basic and substantial—to feel special, loved, and fulfilled—and doesnt want to become fat, broke, or heartbroken getting there"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,Consider the quality of your current relationship with yourself. Do you hold yourself in high esteem? Would you like to? Can you identify any areas that could use improvement? Ive never met anyone who didnt wish they had more self-esteem!
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"delay gratification to get your work done. Having postponed your Inner Childs needs, your Adult Self must eventually follow through and gratify them in a healthy way, like eating a nutritious snack or reading the next chapter of a good book"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"They create a background tone of emergency-readiness, which means it takes less provocation to prompt an automatic response. On the surface you experience this as being more reactive than usual, more prone to anger, perhaps wakeful at night"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"All of your goals are to be honored. Each one becomes a friend who accompanies you throughout this book to help you build your relationship with yourself. When you focus on your goal, you center your energy and improve your aim toward the target"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"In fact, learning to tame your Outer Child is a lot like learning to swim, do yoga, or play tennis. You can read all you want about the technique but the only thing that improves your game is actually doing it. Practicing. And lo and behold, you get better at it!"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"That pesky devil child has been butting into your Inner Childs life, behaving like the typical overprotective older brother whos only trying to help. Meanwhile Inners been waiting—most likely for decades—to be rescued. Its time for your Adult Self to step up to the plate"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"Take a moment to reflect on the quality of your own sense of future. Does it stretch before you like a yawning vacuum? Is it tinged with a subliminal sense of dread? Is it punctuated with events you are looking forward to, like a trip youve planned or a move to a new home?"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"When my parents tried to get me to do things like my homework or clean my room, I resisted—I guess youd say passive-aggressively—by doing the absolute minimum. My Outer Child still relies on this strategy; I still perform at a minimum. Outer Child is the yes but of my personality"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"Now as an adult, you see other people get away with selfish behavior—and perhaps your Inner Child is resentful and envious that it doesnt have the guts to do the same. Your Outer Child takes these perfectly normal feelings and uses the emotional energy to point the finger at others"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"Your Inner Child could be feeling hopeful about the possibility of having a better life (as a result of reading this book) but also impatient, helpless, worried that it might never happen—all normal Inner Child feelings. In the Adult Selfs hands, these feelings become motivation to create positive change"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"I needed business cards. I was doing a lot of networking, but when people asked me for my card, I had nothing to give them. As an artistic person, I couldnt hand out just ANY card. It had to have just the right esthetic and message to properly represent my unique style. No card ever fit that bill, so I never got one"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"So right in the middle of a project, Outer Child goes off to rest, eat, or call a friend instead of letting you finish what youre doing. Or it might go deeper. Your Inner Child may have an undercurrent of anxiety or depression stemming from old wounds. Your Outer Child is reacting by forestalling real work with self-soothing quick fixes"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"When you engage your imagination in this automatic manner, you can unintentionally project worry, anxiety, or pessimism into the scenario—or you might infuse it with an unhealthy dose of wishful thinking—maybe youre unrealistically expecting a risky business venture to land you on easy street, so you let more solid prospects fall by the wayside"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"Lets say youve been through a painful breakup and decide theres no need to rush back out there to replace your ex. Youre not ready. Youre prudently taking time to heal, to find your balance, to reduce your emotional neediness. No rebound relationship for you (youre way too smart for that). But when you finally think youre ready to meet someone, one of two things can happen:"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"likewise, dont assume you are biting off more than you could chew with a new job or big project. Just accept the feelings as feelings and push through the fear. Get on with your life. Have a little faith and summon some courage. Dont let Outer Child use your breakup to gain new ground. Rising to this challenge will do more to promote your emotional growth than avoiding it will"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"Youre in the enviable position of being able to put all your financial worries aside. Your trustworthy advisors have helped you safely invest more than enough of these finances to fund ongoing philanthropic projects closest to your heart, as well as to bankroll your familys security for generations to come (you are using your imagination, remember). So youre free to indulge in your dream property"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"The rigors of everyday life have a tendency to weaken intention. In fact, when most people think about the future, they muse about things they would like to achieve, but never get beyond fantasizing about it. Without realizing it, they live in an if-only world:                    If only Id meet the woman of my dreams.                    If only I could make more money.                    If only I could lose the weight"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"My self-image was a disaster. My father had brutalized me as a kid. People could SMELL the shame on me somehow. But then I figured . . . if I dont hold myself in high regard, why should they? I had no confidence in me, so why should anyone else? So I tried to cover up my shame and self-doubt by putting on this big act. I acted like I thought I was a pretty together dude (the way my father acted). I was faking it, not just with them, but with myself"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"I married Margaret 30 years ago. And all those years Id been driven to earn a good living, to give her everything she could ever need or want. That was what got me out of bed in the morning and motivated me to work day and night to make my business a success. I was a man on a mission: to support the wife I deeply loved and give her and the kids financial security, something I never had growing up. So when she said, We dont have a connection anymore, the passion is gone, the bottom dropped out of my world"
3/21/17,Taming Your Outer Child: Overcoming Self-Sabotage and Healing from Abandonment,"But your Outer Child prefers to act out these feelings by seeking quick fixes. Outer balks at having to go step by step through any process that takes time. It tries to convince you that awareness is enough—that insight alone is magic, that its not necessary to have to actually do anything differently. You just have to sit and read and think and feel about yourself and you will have a breakthrough and your behavior patterns will spontaneously change for the better and your life will turn into a bowl of cherries"
3/14/17,Man&#39;s Search for Himself,choosing ones self
3/14/17,Man&#39;s Search for Himself,Freedom never occurs in a vacuum; it is not anarchy
3/14/17,Man&#39;s Search for Himself,Who the hell wants fame over the week-end? I want to write well
3/14/17,Man&#39;s Search for Himself,He only earns his freedom and existence Who daily conquers them anew. The basic
3/14/17,Man&#39;s Search for Himself,They use the cruelly deterministic fact of being sick as an avenue to new self-knowledge
3/14/17,Man&#39;s Search for Himself,"there would be a lot left in life even if one were not famous. He then chooses to go on living, as it were, without the demand for fame"
3/14/17,Man&#39;s Search for Himself,"affirm the methods and the self-discipline—which never can be put into rules, but vary from day to day—which will bring them victoriously through the disease"
